pH,Turbidity,Total Phosphorus (TP),Specific Conductance (Field),Water Temperature (Field),Total Suspended Solids (TSS),Nitrate (NO3-N),Ammonia (NH3-N),True Color,Total Organic Carbon (TOC),Total Dissolved Phosphorus (TDP),NOx (Calculated),Nitrite (NO2-N),Sulphate (SO4),Total Alkalinity,Chloride (Cl),Potassium (K)(Dissolved),Sodium (Na)(Dissolved),Magnesium (Mg)(Dissolved),Calcium (Ca)(Dissolved),Sodium Adsorption Ratio (SAR)(Calculated),Dissolved Oxygen (Field),Total Kjeldahl Nitrogen (TKN),Hardness,Fluoride (F),contaminated
8.4,0.76,0.002,367.0,4.7,1.4,0.07,0.02,1.0,1.0,0.002,0.07,0.002,62.29799999999997,158.56400000000008,11.335,1.0408000000000002,8.183000000000003,17.750000000000004,58.681000000000004,1.3326,11.9,0.14880000000000007,219.12,0.2676,0
8.2,0.68,0.007,419.9,-0.1,5.2,0.152,0.05,1.0,0.5,0.002,0.152,0.003,82.0,155.5,1.7,0.7,2.8,18.3,65.8,0.43,13.4,0.1,240.0,0.29,0
8.1,19.0,0.039,570.0,2.375,19.4,0.23,0.05,8.8,3.4,0.007,0.243,0.013,68.8,146.0,51.7,1.8,29.2,16.3,57.3,4.81,11.71,0.33,210.0,0.24,1
8.4,2.01,0.002,334.68399999999997,10.552610000000005,2.7,0.165,0.1,3.3,1.1,0.001,0.165,0.003,22.2,163.9,0.5,0.6,2.4,10.7,37.4,0.49,10.074100000000005,0.1,181.0,0.1,0
8.4,1.7819,0.020009999999999986,306.0,16.8,0.6,0.06790000000000006,0.01,4.130000000000001,1.5,0.008610000000000005,0.09146999999999998,0.04307999999999994,46.9,126.4,1.1,0.6,2.0,13.2,45.9,0.37,8.7164,0.547,171.0,0.23810000000000003,0
8.4,4.26,0.012,581.1,12.5,4.7,0.11,0.1,15.5,6.3,0.005,0.11,0.003,20.0,264.6,25.0,3.1,29.0,22.0,66.0,4.37,10.7,0.322,256.0,0.14,1
8.4,1.1,0.003,341.8,12.5,1.9,0.037,0.02,2.7,2.1,0.002,0.037,0.002,39.1,143.9,1.6,0.7,2.3,13.4,49.9,0.41,8.3,0.06,182.0,0.21,0
8.1,0.79,0.007,397.9,0.137,2.0,0.214,0.05,2.0,0.8,0.006,0.214,0.005,64.1,144.0,5.0,0.6,3.6,16.8,47.6,0.64,12.89,0.11,188.0,0.18,0
8.3,0.63,0.003,354.4,12.0,6.1,0.069,0.04,2.0,1.0,0.002,0.069,0.002,53.3,139.3,0.8,0.5,1.6,14.4,53.9,0.27,10.8,0.1,198.0,0.22,1
8.7,0.59,0.003,257.0,13.3,0.7,0.039,0.02,1.0,0.7,0.003,0.039,0.002,60.088,159.20100000000005,27.467,1.1279999999999997,16.038999999999998,18.679999999999996,59.236999999999995,2.5743000000000005,10.5,0.17787000000000003,222.24,0.2568000000000002,1
8.2,1.3,0.007,392.2,14.578,2.0,0.018,0.05,2.6,1.6,0.003,0.018,0.005,59.0,142.0,5.2,0.7,4.1,16.3,54.0,0.69,8.87,0.14,202.0,0.27,1
8.4,17.4,0.172,980.0,13.8,42.3,1.5,0.1,30.0,10.4,0.054,1.5,0.003,110.0,361.4,47.0,5.4,69.0,48.0,78.0,8.69,9.7,0.891,409.0,0.2,1
8.3,1.43,0.004,352.3,0.0,0.5,0.17,0.1,2.1,0.6,0.003,0.17,0.003,46.0,139.6,3.5,0.5,2.9,12.0,40.0,0.57,13.49,0.221,182.0,0.14,0
8.3,12.788299999999994,0.06,1470.0,0.9,16.0,2.06,0.25,13.363,7.275999999999997,0.017079999999999988,2.06,0.01524399999999999,252.0,338.8,124.0,5.7,157.0,53.1,83.0,19.0,12.575399999999997,0.85,438.87,0.2133999999999999,1
8.2,0.62,0.014,432.9,6.5,0.5,0.051,0.05,7.1,2.6,0.014,0.051,0.003,12.0,224.5,9.9,1.5,10.4,15.2,64.6,1.65,10.06,0.16,220.0,0.11,0
8.3,2.52,0.009,416.0,0.0,5.588999999999999,0.08384999999999986,0.059699999999999934,5.0,0.8,0.003,0.08440999999999989,0.004402000000000003,67.914,146.20299999999995,11.021999999999997,0.9394999999999996,8.062000000000005,16.655,56.684000000000005,1.3407,13.3153,0.21527000000000007,211.66,0.26330000000000003,0
8.2,3.1,0.01,384.8,19.02,6.445,0.0266,0.05,2.4,1.9,0.003,0.027,0.003,60.0,138.5,4.3,0.89,3.9,15.0,49.0,0.69,9.03,0.191,194.0,0.24,0
8.6,1.32,0.002,255.1,12.4,1.0,0.062,0.02,1.0,0.7,0.002,0.062,0.002,60.464000000000006,160.33499999999998,26.515,1.136,14.489000000000003,18.432999999999996,58.308,2.328000000000001,10.0,0.18006999999999998,221.61,0.25840000000000013,1
8.4,1.2,0.005,344.4380000000001,17.941510000000005,2.0210000000000004,0.017,0.05,2.0,2.1,0.002,0.02,0.005,50.1,134.0,3.4,0.7,3.2,14.3,49.8,0.56,8.7391,0.15,183.0,0.24,0
8.2,0.76,0.004,446.8,1.3,0.5,0.16,0.04,1.0,0.9,0.001,0.16,0.0044,63.0,175.6,7.0,1.3,6.0,20.0,73.0,0.88,13.1,0.168,241.0,0.27,0
8.4,1.2,0.002,391.0,7.7,1.3,0.0599999999999999,0.01999999999999997,1.0,1.6,0.002,0.060059999999999905,0.0020000000000000013,59.85500000000001,160.93500000000003,21.265000000000004,1.3320000000000005,14.458999999999998,18.167999999999996,58.963,2.3243000000000014,11.0,0.19388999999999992,223.85,0.26159999999999994,0
8.4,0.32,0.006,343.2,11.2,0.5,0.231,0.05,1.0,0.6,0.004,0.231,0.003,34.0,154.3,0.46,0.74,2.8,14.0,46.0,0.51,11.45,0.16,192.0,0.13,0
8.2,1.3,0.029,417.1,1.9,3.2,1.42,0.08,5.4,1.7,0.014,1.43,0.017,60.7,138.0,33.8,2.4,23.9,17.2,44.9,4.086800000000001,11.89,0.39,196.0,0.14,1
8.4,1.05,0.005,327.7,0.0,0.5,0.098,0.04,1.0,0.8,0.002,0.098,0.002,42.0,129.0,1.7,0.5,2.0,14.0,46.0,0.37,6.5,0.117,166.0,0.08,0
8.5,8.47,0.073,1103.0,9.0,29.4,0.736,0.05,25.7,10.3,0.044,0.747,0.011,130.0,385.2,66.0,5.2,87.0,52.0,79.0,10.7,10.83,0.813,408.0,0.2,1
8.4,0.43,0.006,354.0,13.4,0.9,0.004,0.02,2.4,1.3,0.002,0.004,0.002,509.9360000000004,149.71499999999997,11.411,1.1286,7.51,17.913999999999998,55.04399999999999,1.2519999999999996,8.0,0.23575000000000013,214.57,0.28230000000000005,1
8.5,4.14,0.008,326.8,5.4,3.3,0.137,0.04,13.6,4.3,0.005,0.137,0.0044,19.1,148.3,0.8,0.9,3.5,11.6,46.1,0.65,12.2,0.196,164.0,0.11,0
8.3,1.78,0.006,417.0,1.9,3.6,0.08318999999999986,0.04849999999999997,2.9,1.1,0.002,0.08658000000000002,0.004900000000000004,67.95099999999998,150.56800000000004,8.265999999999996,0.9109999999999995,6.031999999999997,16.924,57.62900000000003,0.9805999999999996,12.4,0.1131499999999999,215.02,0.27980000000000016,0
8.2,0.56,0.003,371.9,9.0,2.0,0.075,0.05,2.9,1.0,0.002,0.078,0.005,60.4,154.0,1.2,0.6,2.2,16.4,60.2,0.35,9.58,0.15,204.0,0.29,0
8.3,58.0,0.036,288.72,9.885379999999998,41.2,0.107,0.05,12.5,3.9,0.004,0.107,0.005,34.1,129.0,1.4,0.7,2.6,12.2,39.4,0.51,10.406599999999996,0.28,148.0,0.1,1
8.3,1.8,0.01,748.0,8.4,2.0,0.014,0.05,8.2,3.8,0.004,0.014,0.005,31.2,248.0,44.9,3.8,60.0,27.4,67.9,8.69,10.78,0.29,282.0,0.14,0
8.1,20.9791,0.32,912.0,3.3,26.0,0.1790489999999998,0.14120000000000013,90.39500000000002,17.10800000000001,0.17679999999999996,0.18364999999999992,0.006608,94.5,198.6,106.0,12.3,106.0,21.9,43.7,18.5,9.927500000000007,1.75449,216.02,0.21440000000000003,1
8.3,14.3,0.037,375.5,12.1,17.6,0.159,0.1,7.8,2.6,0.003,0.159,0.003,45.1,146.0,7.1,1.0,6.3,14.8,49.8,1.11,10.4,0.181,184.0,0.2,1
8.0,18.0,0.06,406.6,0.249,39.8,0.139,0.05,27.4,5.8,0.023,0.139,0.005,65.8,133.0,9.4,2.7,6.5,14.2,49.0,1.16,11.81,0.39,181.0,0.22,1
8.3,2.65,0.006,327.1,2.3,4.3,0.18,0.1,1.0,1.0,0.002,0.18,0.003,42.0,148.5,8.5,0.7,4.0,14.0,43.0,0.75,11.9,0.113,182.0,0.14,1
8.4,3.5,0.007,256.7,14.1,4.3,0.086,0.02,2.8,1.3,0.003,0.092,0.006,29.0,108.2,3.2,0.5,2.7,11.5,36.0,0.55,8.8,0.045,139.0,0.12,1
8.27399999999999,3.186999999999998,0.0070600000000000055,394.3,5.505,4.119,0.05302999999999995,0.05534999999999994,4.4570000000000025,1.624,0.0028100000000000017,0.053059999999999954,0.004456000000000004,65.58000000000001,152.55350000000007,11.505999999999995,1.0735999999999999,8.139000000000003,17.512999999999998,57.29900000000002,1.3256999999999994,11.08,0.17255999999999994,215.49,0.27320000000000005,0
8.2,4.57,0.025,421.4,3.4,28.6,0.064,0.02,3.1,1.0,0.004470000000000003,0.064,0.002,64.55300000000003,151.79200000000003,24.630999999999986,1.2440000000000002,17.798999999999992,17.05299999999999,58.39300000000001,2.9274999999999993,11.9,0.15600000000000003,217.29,0.24909999999999996,0
8.2,127.0,0.098,321.6,13.1,89.7,0.147,0.04,14.8,5.8,0.006,0.147,0.002,35.1,158.6,4.0,1.5,6.3,17.7,57.3,1.03,8.6,0.41,178.0,0.16,1
8.4,3.33,0.003,320.7,9.4,4.9,0.064,0.02,3.8,2.0,0.002,0.064,0.002,37.8,135.73800000000006,0.7,0.5,1.6,12.8,48.4,0.29,11.2,0.10439000000000004,175.09,0.2,0
8.1,4.4,0.07,561.0,5.224,8.6,1.4,0.1,8.1,3.0,0.04,1.42,0.021,71.0,141.0,48.2,2.9,31.5,17.9,52.6,5.31,11.13,0.54,205.0,0.16,0
8.4,4.96,0.005,314.7,13.2,3.7,0.081,0.02,2.1,0.9,0.002,0.081,0.002,53.94900000000003,146.91800000000003,8.227999999999996,0.9421999999999997,6.688000000000004,16.011,53.92800000000004,1.126400000000001,8.8,0.13737000000000005,202.96,0.2677999999999999,1
8.296999999999997,3.7798,0.004360000000000003,379.08380000000005,7.8,6.141000000000003,0.05499999999999997,0.022600000000000002,4.109000000000002,1.416,0.0020500000000000015,0.05499999999999997,0.002550000000000002,56.92699999999998,152.42600000000004,7.116000000000003,1.0148000000000001,6.289999999999999,16.313000000000002,56.13400000000002,1.0453999999999994,10.316500000000003,0.16238,207.06,0.2564999999999999,1
8.3,7.2,0.021,453.8,14.8,7.4,0.071,0.05,18.0,7.3,0.006,0.074,0.005,22.0,222.0,17.8,2.3,18.7,17.9,60.9,2.98,8.99,0.38,226.0,0.13,1
8.0,9.2,0.084,401.4,9.5,24.4,0.922,0.09,6.3,2.6,0.027,0.946,0.024,53.5,129.0,19.8,1.6,13.8,14.0,46.1,2.51,9.24,0.36,173.0,0.15,1
8.2,22.0,0.115,567.0,1.6,30.7,0.891,0.18,17.0,3.5,0.039,0.893,0.005,56.1,145.0,62.3,3.6,41.6,17.4,50.2,7.15,13.3,0.74,189.0,0.13,1
8.3,0.22,0.005,387.1,3.4,2.0,0.124,0.05,2.0,0.7,0.004,0.13,0.006,71.4,140.0,1.1,0.4,1.8,15.9,50.1,0.3119999999999996,12.27,0.32,208.0,0.33,0
8.3,2.1,0.005,336.47399999999993,2.21317,3.0,0.096,0.05,2.7,0.9,0.001,0.096,0.005,49.2,133.0,2.3,0.5,2.3,14.2,47.2,0.42,12.670199999999998,0.12,176.0,0.15,0
8.4,1.15,0.004,301.5,3.8,0.5,0.084,0.04,1.0,0.9,0.002,0.084,0.002,42.9,133.8,2.1,0.5,2.3,13.5,47.1,0.42,12.8,0.1,180.0,0.14,0
8.3,0.71,0.003,397.2,11.7,0.5,0.063,0.04,2.5,0.8,0.002,0.063,0.0044,54.1,156.9,1.9,0.9,2.8,16.5,60.2,0.45,9.7,0.324,211.0,0.32,1
8.3,4.75,0.005,243.1,14.4,3.7,0.081,0.02,2.1,0.9,0.002,0.081,0.002,24.0,104.7,1.3,0.6,1.5,10.5,34.2,0.32,8.8,0.06,126.0,0.09,0
8.2,0.24,0.006,322.3,0.1,2.0,0.081,0.05,2.7,0.7,0.002,0.084,0.005,71.7,148.0,1.4,0.5,2.2,16.9,60.3,0.36,12.78,0.1,218.0,0.31,0
7.8,1.3,0.008,529.0,1.203,2.0,0.193,0.05,9.5,3.6,0.005,0.193,0.005,13.2,272.0,5.8,1.1,5.6,18.8,81.8,0.79,11.85,0.19,282.0,0.14,0
8.1,2.72,0.007,468.9,-0.1,6.2,0.24,0.1,1.0,0.7,0.002,0.24,0.003,71.0,170.0,4.6,0.81,4.1,16.0,59.0,0.67,12.14,0.082,240.0,0.26,1
8.4,1.39,0.006,293.3,15.2,0.5,0.068,0.05,1.0,0.6,0.003,0.068,0.003,38.0,116.8,1.8,0.4,1.9,13.2,39.7,0.37,8.48,0.1,149.0,0.12,1
8.4,7.48,0.065,806.0,18.3,20.1,1.302,0.9,26.4,10.6,0.035,1.302,0.08,126.7,339.1,56.1,5.4,70.1,51.9,80.4,8.62,9.7,0.815,410.0,0.2397000000000001,1
8.2,4.55,0.006380000000000005,344.0,8.570649999999997,6.36,0.04996000000000004,0.047599999999999955,5.584,2.201,0.0022600000000000016,0.050579999999999944,0.004970000000000004,44.36499999999998,146.4,6.950999999999999,0.9834,6.106,14.393999999999997,50.59599999999998,1.0657,10.424300000000002,0.18188999999999989,188.0,0.21980000000000008,0
8.2,1.86,0.005,403.4,0.0,3.5,0.197,0.1,1.0,0.8,0.003,0.197,0.003,46.8,148.3,11.8,0.8,8.5,14.0,45.6,1.56,14.5,0.124,194.0,0.14,0
8.5,9.7286,0.015,397.0,12.0,11.0,1.0,0.5,14.767999999999995,5.537000000000003,0.006740000000000005,1.0308299999999995,0.04855799999999997,11.5,206.8,3.3,1.7,10.7,13.1,61.0,1.76,10.282800000000003,0.39982,218.775,0.11402999999999996,1
8.6,49.5,0.247,1443.0,18.6,43.8,0.6,0.9,36.5,16.3,0.132,0.5995400000000007,0.08,278.7,331.9,95.5,9.0,205.6,47.7,47.4,29.8,5.9,1.498,311.0,0.27670000000000006,1
8.1,355.0,0.047,355.0,5.5,220.0,0.0976560000000001,0.0541999999999999,20.0,6.8,0.006,0.09872600000000008,0.0043720000000000035,21.099999999999994,188.28400000000005,19.991999999999997,2.853999999999999,19.047000000000008,17.361999999999995,52.662999999999975,3.2720999999999982,10.871200000000005,0.44743999999999984,197.58,0.11234999999999996,1
8.2,7.2,0.02,448.4,8.4,6.2,0.014,0.05,14.1,5.2,0.008,0.014,0.005,21.8,206.0,14.1,2.5,16.4,15.9,53.7,2.78,10.19,0.55,200.0,0.11,0
7.7,2.580199999999999,0.008,790.0,0.3,4.0,0.6,0.9,5.295000000000001,5.7219999999999995,0.004090000000000003,0.6006800000000002,0.08,39.3,368.0,22.7,3.2,33.5,32.8,91.1,4.26,10.960399999999995,0.3982300000000001,364.62,0.14150000000000007,0
8.2,3.64,0.022,775.2,1.4,0.5,0.516,0.04,19.5,6.4,0.007,0.516,0.002,40.3,269.1,78.8,5.9,60.5,28.1,70.6,8.61,13.9,0.622,304.0,0.13,1
8.4,1.31,0.003,269.4,13.8,0.5,0.076,0.04,2.4,0.9,0.002,0.076,0.002,30.1,117.2,1.8,0.4,2.3,12.4,38.5,0.46,8.5,0.074,147.0,0.12,0
8.1,0.51,0.002,433.8210000000001,0.2,0.5,0.167,0.02,1.0,1.0,0.002,0.167,0.005,74.0,159.9,2.6,0.8,2.6,17.0,63.2,0.41,11.889399999999993,0.05,235.0,0.25,0
8.4,2.2,0.006,350.3,16.5,2.0,0.072,0.05,5.0,1.9,0.003,0.075,0.005,53.0,132.0,3.6,0.7,3.3,14.5,50.7,0.58,8.42,0.18,183.0,0.24,0
8.3,17.0,0.066,1018.0,13.2,24.2,1.26,0.05,16.0,6.7,0.013,1.26,0.005,151.0,306.0,82.8,0.5,4.8,13.7,43.2,0.91,8.5,0.7,400.0,0.19,1
8.2,0.11,0.002,373.9,6.904,2.0,0.177,0.05,2.0,0.5,0.001,0.177,0.005,74.9,125.0,0.3,0.4,0.9,15.6,52.8,0.25,10.04,0.1,196.0,0.24,0
8.2,114.0,0.129,306.0,6.4,297.2,0.076,0.1,20.1,5.3,0.03,0.076,0.003,34.0,148.3,3.4,0.9,4.4,15.0,59.0,0.72,11.8,0.358,158.0,0.18,1
8.4,5.191799999999997,0.02,336.0,1.0,4.8,0.03,0.41,14.077000000000004,5.451000000000002,0.008040000000000005,0.04900999999999999,0.031997999999999985,18.8,270.8,7.0,2.2,20.1,21.8,75.8,2.88,13.1492,0.36550000000000005,268.51,0.10799999999999996,0
8.1,4.03,0.01,414.8,1.0,4.3,0.135,0.02,1.0,1.1,0.002,0.135,0.002,68.32600000000001,160.39899999999997,29.296,1.3680000000000003,21.563000000000002,18.452,59.56999999999999,3.4318999999999993,11.3,0.19916999999999999,227.22,0.2682999999999999,0
8.2,1.6,0.005,367.6,0.1,2.0,0.175,0.05,2.0,0.5,0.002,0.178,0.005,49.3,141.0,2.5,0.5,2.8,16.2,51.3,0.48,11.98,0.36,186.0,0.14,0
8.5,0.6256,0.003,305.8,9.5,0.6,0.044,0.02,1.5839999999999994,1.1,0.003,0.044,0.002,60.93499999999999,158.47500000000002,22.00700000000001,1.1349999999999998,14.517000000000001,18.188000000000002,57.987999999999985,2.338200000000001,10.0,0.18196,219.69,0.2546,0
8.1,12.0,0.276,1142.0,3.2,11.0,0.627,0.14,59.0,16.5,0.155,0.636,0.008,122.0,219.0,161.0,12.2,143.0,29.8,52.8,22.2,8.97,1.63,264.0,0.16,1
8.1,3.1,0.01,441.1,16.014,16.0,0.066,0.05,3.5,3.0,0.004,0.066,0.005,58.6,172.0,9.0,1.0,6.0,17.8,58.5,0.98,8.83,0.21,220.0,0.3,1
8.4,10.0,0.082,1353.0,13.2,10.8,0.031,0.05,20.8,10.3,0.033,0.031,0.005,258.0,264.0,131.0,6.4,193.0,42.5,47.1,28.8,5.85,1.09,293.0,0.25,1
8.1,57.0,0.171,335.3,11.6,183.0,0.457,0.13,7.3,2.9,0.03,0.474,0.017,42.9,115.0,19.4,1.2,13.5,12.3,34.9,2.79,9.28,0.69,138.0,0.11,1
8.1,4.51,0.012959999999999996,460.2,2.7,8.209000000000001,0.09997999999999982,0.022100000000000012,1.0,1.1619999999999995,0.0036100000000000025,0.10000199999999981,0.0027980000000000014,71.01799999999999,170.19799999999995,30.39599999999999,1.3579999999999999,21.57099999999999,20.62600000000001,64.29199999999999,3.3592000000000013,12.0,0.14835000000000004,245.63,0.2612999999999997,0
7.9,50.47960000000002,0.19,715.0,13.2,75.0,0.71,0.5,31.365999999999996,11.377999999999993,0.047979999999999995,0.71,0.053153999999999965,143.0,143.1,44.5,3.8,78.8,21.2,37.8,14.5,7.370200000000002,1.24,181.05,0.15100000000000016,1
8.200000000000003,844.0,0.6702600000000004,362.30699999999996,5.846480000000006,990.4390000000001,0.13086000000000017,0.07379999999999992,32.777,10.6,0.029360000000000008,0.13189000000000012,0.006784000000000004,26.01399999999999,164.94699999999997,26.003000000000014,3.7239999999999975,22.947999999999997,14.186000000000002,46.33000000000003,4.130200000000002,11.371099999999998,1.2663300000000002,180.23,0.12650000000000003,1
8.316999999999991,0.54,0.0020100000000000014,400.25699999999995,3.5,0.8690000000000003,0.09600000000000007,0.019999999999999973,1.114,0.6760000000000009,0.0020200000000000014,0.09613000000000006,0.0020000000000000013,66.48500000000004,153.95900000000006,27.427000000000007,1.1989999999999998,18.261999999999997,18.333999999999996,59.061000000000014,2.9424000000000006,11.966599999999998,0.12821000000000002,224.13,0.2668000000000001,1
8.225000000000005,22.0,0.021929999999999995,340.36,9.139710000000003,37.24600000000001,0.04879199999999995,0.05089999999999994,7.900999999999998,2.5180000000000002,0.004250000000000003,0.050450000000000016,0.0049600000000000035,53.393,147.13099999999994,11.283999999999994,1.0760000000000005,7.505999999999995,15.962000000000003,53.25999999999999,1.2890000000000004,10.218,0.20154999999999995,198.51,0.25459999999999977,0
8.3,4.31,0.004,273.5,12.5,2.2,0.082,0.04,1.0,0.9,0.002,0.082,0.002,32.5,115.8,1.7,0.3,1.8,12.6,38.4,0.36,9.7,0.082,149.0,0.09,0
7.8,1.67,0.066,367.4,1.6,0.5,0.247,0.08,41.5,7.1,0.051,0.256,0.009,13.8,204.9,8.0,3.4,9.6,13.1,58.8,1.6,11.3,0.544,211.0,0.09,1
8.2,15.0,0.021,328.397,9.413820000000003,27.890000000000008,0.116,0.05,16.0,4.7,0.002,0.118,0.005,41.2,147.0,5.8,1.1,5.8,15.0,47.6,1.04,10.265799999999999,0.31,175.0,0.21,0
7.8,0.7,0.012,775.0,10.0,0.5,0.06,0.04,1.0,1.3,0.006,0.06,0.002,54.0,179.1,2.8,1.1,3.7,17.0,65.0,0.58,6.6,0.121,231.0,0.25,1
8.3,10.0,0.045,1369.0,3.8,11.8,1.1,0.06,10.1,6.5,0.009,1.11,0.013,257.0,309.0,117.0,5.8,137.0,55.5,81.3,16.5,10.67,0.81,432.0,0.2,1
8.3,8.73,0.008,255.7,13.9,7.7,0.09,0.04,1.0,0.9,0.002,0.09,0.002,26.8,109.9,1.4,0.4,1.5,11.2,35.5,0.31,9.6,0.09,136.0,0.11,0
8.2,1.92,0.007,437.0,1.0,2.7,0.09899200000000015,0.05469999999999994,3.6,1.2,0.002,0.09928200000000015,0.004700000000000004,67.096,157.70200000000003,24.488000000000003,1.2870000000000001,18.884000000000004,18.383000000000003,59.01699999999999,3.0285000000000006,15.3,0.16907,226.87,0.2712,0
8.3,334.0,0.294,310.0,10.0,420.0,0.14769999999999978,0.04719999999999995,15.5,3.6,0.003,0.15037999999999985,0.004276000000000003,30.637999999999998,185.6410000000001,29.780000000000005,3.1609999999999996,25.241,17.54800000000001,50.647999999999996,4.358700000000002,10.426199999999996,0.6817099999999999,200.08,0.14345000000000005,1
8.3,0.78,0.006,411.1,9.2,1.494,0.017,0.05,1.0,1.3,0.001,0.022,0.005,70.0,148.5,4.7,0.9,4.3,18.2,51.0,0.73,10.19,0.55,217.0,0.3,0
8.0,28.0,0.06,212.0,11.788,8.6,0.018,0.05,98.0,17.2,0.016,0.018,0.005,9.0,102.0,1.0,0.7,3.6,7.7,31.9,0.81,9.04,0.81,111.0,0.12,1
8.4,4.64,0.01,352.0,17.2,4.2,0.07087999999999992,0.053799999999999966,6.6,2.1,0.002,0.07136999999999993,0.004920000000000004,42.09199999999998,144.38499999999996,6.847000000000001,0.9429999999999995,6.0520000000000005,14.401999999999996,48.34199999999999,1.0853000000000006,9.049599999999998,0.18879,180.39,0.22820000000000001,1
8.297999999999998,2.781,0.006,450.476,8.3,2.2039999999999997,0.005,0.06869999999999993,12.302999999999999,5.247000000000003,0.0034100000000000024,0.006880000000000005,0.005,0.9,218.1039999999999,11.926000000000002,2.719,19.02799999999999,17.058,58.40799999999997,3.063699999999999,10.792299999999997,0.32958000000000004,219.58,0.11246999999999995,0
8.5,2.19,0.004,235.1,17.1,3.1,0.087,0.05,1.0,0.6,0.001,0.087,0.003,32.0,109.8,1.4,0.5,1.6,11.0,35.0,0.33,9.42,0.111,135.0,0.1,0
8.2,18.6,0.035,363.3,0.3,24.8,0.137,0.02,14.1,3.9,0.017,0.137,0.002,23.738000000000003,193.21199999999996,22.677000000000007,3.055999999999999,22.52,16.732,55.25299999999997,3.7360999999999995,10.6,0.3691100000000001,203.36,0.11459999999999992,0
8.2,5.2,0.006,278.44599999999997,13.620449999999998,4.8,0.107,0.05,3.1,1.3,0.001,0.107,0.005,35.7,111.0,1.1,0.4,1.5,12.5,38.9,0.3,9.612499999999995,0.1,149.0,0.11,0
8.2,1.3,0.026,423.5,2.2,3.9,1.07,0.06,3.5,1.5,0.013,1.1,0.029,58.4,137.0,15.2,1.8,12.8,16.9,52.1,2.18,12.08,0.34,200.0,0.15,0
8.2,72.6,0.069,301.1,9.9,84.8,0.105,0.04,9.4,3.7,0.002,0.105,0.002,27.8,149.0,1.7,0.7,2.4,11.9,45.7,0.45,10.6,0.219,166.0,0.23,1
8.4,3.52,0.008,274.9,13.1,2.8,0.106,0.05,2.0,0.9,0.004,0.106,0.003,36.0,115.6,1.6,0.4,1.9,12.1,39.0,0.38,9.55,0.1,146.0,0.1,0
8.4,0.56,0.002,356.0,0.0,0.6,0.199,0.02,1.0,0.6,0.002,0.199,0.002,47.6,140.0,3.8,0.5,3.4,16.4,49.9,0.59,13.3,0.104,208.0,0.16,0
8.3,0.35,0.004,386.3,10.2,3.2,0.087,0.05,2.0,0.8,0.003,0.09,0.005,61.4,142.0,0.9,0.5,1.6,15.4,56.3,0.26,9.69,0.1,198.0,0.3,1
8.4,1.15,0.003,390.8,1.6,1.3,0.092,0.02,1.0,0.8,0.002370000000000002,0.092,0.002,71.0,135.1,1.6,0.5,2.4,16.2,58.1,0.39,13.1,0.06,201.0,0.28,0
8.1,1.22,0.006,431.0,0.5,1.8,0.129,0.02,1.0,0.6,0.002,0.129,0.002,80.7,145.5,2.3,0.8,2.6,19.0,62.9,0.41,10.4,0.056,231.0,0.27,0
8.1,0.74,0.005,492.0,0.0,2.1,0.035,0.04,2.7,2.2,0.002,0.035,0.002,24.0,112.4,3.8,1.5,11.0,19.0,71.0,1.64,6.8,0.139,251.0,0.05,0
8.1,0.64,0.015,429.0,0.6814100000000001,1.5489999999999997,0.09688000000000008,0.04549999999999999,1.6280000000000003,0.8110000000000008,0.007220000000000004,0.09707000000000006,0.0041820000000000026,71.52600000000001,149.0,23.625,1.1849999999999996,18.935000000000006,18.690000000000005,58.49600000000003,3.038500000000001,12.824000000000005,0.15984999999999994,222.0,0.26289999999999997,0
8.1,3.85,0.041,363.9,0.7,4.1,1.288,0.26,4.2,1.7,0.023,1.318,0.03,58.0,143.3,24.0,2.0,17.0,15.0,48.0,3.03,13.47,0.5,197.0,0.16,1
8.0,0.79,0.016,450.4,0.127,5.2,0.153,0.05,2.0,0.6,0.002,0.153,0.005,84.3,154.0,2.2,0.6,2.9,17.0,62.9,0.46,12.01,0.1,227.0,0.3,0
8.4,12.8,0.013,279.1,13.9,9.0,0.091,0.04,6.0,2.2,0.002,0.091,0.002,25.2,129.3,1.8,0.5,2.6,11.8,38.7,0.52,9.6,0.27,153.0,0.14,1
8.0,1.09,0.007,742.0,1.1,0.5,0.86,0.03,3.2,3.0,0.004,0.92,0.06,62.0,328.9,100.0,4.3,64.5,39.6,97.5,7.79,9.99,0.28,401.0,0.15,1
8.2,24.6,0.033,332.9,7.9,96.5,0.11,0.04,6.7,2.4,0.002,0.11,0.002,57.0,120.8,1.0,0.7,1.9,13.0,48.0,0.34,10.7,0.199,178.0,0.23,1
8.4,2.02,0.006,304.3,11.8,2.7,0.116,0.05,1.0,0.8,0.001,0.116,0.003,37.0,122.5,3.4,0.62,2.9,11.0,36.0,0.6,10.1,0.1,151.0,0.11,1
8.0,2.2,0.008,439.0,0.0,16.0,0.163,0.1,1.0,0.6,0.002,0.163,0.003,72.2,151.0,1.7,0.7,2.2,18.1,54.7,0.36,13.3,0.07,222.0,0.23,0
8.3,7.36,0.017,356.1,12.2,22.4,0.133,0.05,2.8,1.4,0.009,0.136,0.003,51.0,150.9,3.1,0.8,3.6,15.6,55.0,0.61,8.79,0.18,196.0,0.27,1
